Year,Month,DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,ArrDelay,DepDelay,Origin,Dest,delay,Meantemp,Meandewpoint,Meanhumidity,Meansealevelpre,Meanvisibility,Meanwindspeed,Rainfall,Cloudcover,Meantemp_arr,Meandewpoint_arr,Meanhumidity_arr,Meansealevelpre_arr,Meanvisibility_arr,Meanwindspeed_arr,Rainfall_arr,Cloudcover_arr,airport,city,state,country,lat,long,airport_arr,city_arr,state_arr,country_arr,lat_arr,long_arr
2008,5,15,4,1420,1526,OO,-24.0,-4.0,SLC,SFO,0,18.0,-3.0,43.0,1022.0,16.0,19.0,0.00,4.0,27.0,7.0,51.0,1014.0,16.0,13.0,0.00,3.0,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433
2008,5,26,1,1935,2059,DL,-6.0,-4.0,ATL,RDU,0,22.0,12.0,63.0,1020.0,16.0,10.0,0.00,2.0,21.0,8.0,60.0,1021.0,16.0,17.0,0.00,4.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2008,10,15,3,2200,2337,YV,,-3.0,IAD,MHT,0,22.0,16.0,74.0,1021.0,16.0,5.0,0.00,4.0,14.0,4.0,74.0,1022.0,14.0,5.0,0.00,2.0,Washington Dulles International,Chantilly,VA,USA,38.94453194,-77.45580972,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2008,1,30,3,830,1040,WN,-6.0,0.0,SAN,PHX,0,,,,,,,,,11.0,-11.0,52.0,1023.0,16.0,18.0,0.00,2.0,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999
2008,1,10,4,2240,2314,DL,8.0,7.0,ATL,MSY,1,17.0,13.0,82.0,1019.0,9.0,16.0,15.24,8.0,21.0,14.0,90.0,1015.0,10.0,19.0,7.37,8.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
2008,12,5,5,1530,1735,MQ,41.0,16.0,BOS,RDU,1,3.0,-11.0,46.0,1023.0,16.0,18.0,0.00,5.0,4.0,-7.0,64.0,1026.0,16.0,7.0,T,6.0,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2008,1,14,1,1530,1635,MQ,-11.0,-3.0,DFW,FSM,0,10.0,-5.0,51.0,1030.0,16.0,9.0,0.00,1.0,5.0,-6.0,67.0,1028.0,14.0,8.0,0.00,0.0,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,Fort Smith Regional,Fort Smith,AR,USA,35.33659028,-94.36744111
2008,6,11,3,1835,2115,WN,62.0,-1.0,MDW,SFO,1,24.0,8.0,50.0,1017.0,16.0,13.0,0.00,5.0,19.0,3.0,49.0,1015.0,16.0,20.0,0.00,0.0,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433
2008,12,5,5,825,938,F9,-18.0,-6.0,DEN,ABQ,0,-4.0,-19.0,54.0,1031.0,11.0,13.0,0.00,4.0,3.0,-13.0,44.0,1028.0,16.0,11.0,0.00,3.0,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019,Albuquerque International,Albuquerque,NM,USA,35.04022222,-106.6091944
2008,11,19,3,800,1050,AA,1.0,-4.0,MIA,JFK,1,17.0,6.0,59.0,1023.0,16.0,15.0,0.00,1.0,0.0,-15.0,36.0,1021.0,16.0,25.0,0.00,3.0,Miami International,Miami,FL,USA,25.79325,-80.29055556,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
2008,10,22,3,1800,1950,AS,-10.0,-10.0,SMF,SEA,0,18.0,-3.0,37.0,1021.0,16.0,5.0,0.00,0.0,11.0,3.0,71.0,1034.0,16.0,8.0,0.00,0.0,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669,Seattle-Tacoma Intl,Seattle,WA,USA,47.44898194,-122.30931310000001
2008,10,14,2,1420,1510,AA,-1.0,2.0,DFW,LAS,0,24.0,18.0,73.0,1021.0,13.0,13.0,4.57,7.0,18.0,-10.0,20.0,1025.0,16.0,10.0,0.00,0.0,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998
2008,5,29,4,815,940,YV,-9.0,-8.0,IAD,GSP,0,18.0,5.0,59.0,1024.0,16.0,5.0,0.00,1.0,,,,,,,,,Washington Dulles International,Chantilly,VA,USA,38.94453194,-77.45580972,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833
2008,1,7,1,1710,1955,WN,-16.0,-5.0,LAX,ABQ,0,13.0,-1.0,60.0,1021.0,16.0,15.0,T,5.0,4.0,-4.0,75.0,1016.0,16.0,13.0,2.29,6.0,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999,Albuquerque International,Albuquerque,NM,USA,35.04022222,-106.6091944
2008,1,20,7,1900,2045,9E,22.0,2.0,MEM,MSN,1,-3.0,-18.0,40.0,1039.0,16.0,13.0,0.00,0.0,-20.0,-28.0,61.0,1038.0,16.0,6.0,0.00,1.0,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361
2008,7,18,5,720,835,B6,-9.0,-5.0,JFK,PWM,0,28.0,16.0,58.0,1018.0,14.0,18.0,0.00,4.0,23.0,14.0,72.0,1017.0,11.0,6.0,28.45,4.0,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875
2008,12,30,2,1935,2115,WN,-10.0,3.0,RDU,MCO,0,11.0,-5.0,41.0,1020.0,16.0,9.0,0.00,1.0,17.0,0.0,58.0,1022.0,16.0,6.0,T,0.0,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
2008,3,1,6,1740,2025,WN,-1.0,13.0,MDW,BWI,0,-2.0,-11.0,61.0,1025.0,16.0,13.0,0.00,5.0,4.0,-8.0,46.0,1023.0,16.0,22.0,0.51,4.0,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833
2008,1,16,3,1233,1410,FL,-23.0,-10.0,ATL,PIT,0,2.0,-11.0,64.0,1025.0,10.0,18.0,11.68,8.0,-2.0,-8.0,70.0,1030.0,14.0,9.0,0.25,8.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
2008,4,17,4,920,945,EV,-15.0,-10.0,CVG,GRB,0,15.0,0.0,53.0,1021.0,16.0,13.0,0.00,3.0,12.0,-2.0,57.0,1017.0,16.0,19.0,T,4.0,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959000000001
2008,6,29,7,2230,623,B6,155.0,157.0,LAS,JFK,1,37.0,-4.0,11.0,1011.0,16.0,8.0,0.00,0.0,27.0,17.0,66.0,1011.0,12.0,17.0,0.51,5.0,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
2008,5,30,5,1034,1231,FL,1.0,1.0,MIA,ATL,1,27.0,22.0,74.0,1019.0,16.0,18.0,0.76,5.0,23.0,16.0,76.0,1022.0,9.0,8.0,0.00,5.0,Miami International,Miami,FL,USA,25.79325,-80.29055556,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,5,11,7,1715,1845,UA,54.0,58.0,SFO,EUG,1,13.0,5.0,77.0,1016.0,14.0,29.0,0.00,5.0,10.0,2.0,72.0,1024.0,16.0,8.0,T,6.0,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433,Mahlon Sweet ,Eugene,OR,USA,44.123259999999995,-123.21868559999999
2008,10,7,2,2044,2329,UA,7.0,-2.0,ORD,DCA,1,12.0,1.0,70.0,1023.0,16.0,14.0,0.00,1.0,15.0,2.0,53.0,1031.0,16.0,9.0,0.00,4.0,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
2008,2,3,7,735,854,OO,12.0,-4.0,SFO,ACV,1,10.0,3.0,79.0,1016.0,16.0,35.0,2.54,6.0,6.0,1.0,84.0,1022.0,14.0,18.0,5.08,6.0,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433,Arcata,Arcata/Eureka,CA,USA,40.97811528,-124.1086189
2008,12,18,4,1740,2036,EV,62.0,71.0,TUL,ATL,1,8.0,-1.0,93.0,1024.0,1.0,10.0,3.05,8.0,19.0,15.0,88.0,1027.0,12.0,5.0,0.25,7.0,Tulsa International,Tulsa,OK,USA,36.19837222,-95.88824167,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,9,26,5,823,931,XE,-5.0,-5.0,MSY,IAH,0,23.0,9.0,54.0,1017.0,15.0,6.0,0.00,0.0,24.0,11.0,56.0,1019.0,13.0,6.0,0.00,1.0,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
2008,7,7,1,1150,1240,WN,90.0,96.0,AUS,HOU,1,27.0,19.0,67.0,1016.0,15.0,11.0,5.84,5.0,29.0,21.0,67.0,1017.0,16.0,14.0,0.00,4.0,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194,William P Hobby,Houston,TX,USA,29.64541861,-95.27888889
2008,1,17,4,945,1039,OO,0.0,-3.0,LAX,PSP,0,12.0,-13.0,35.0,1020.0,16.0,11.0,0.00,1.0,12.0,-22.0,19.0,1023.0,16.0,11.0,0.00,0.0,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531
2008,6,7,6,1430,1545,MQ,-7.0,-3.0,SHV,DFW,0,29.0,19.0,67.0,1018.0,16.0,17.0,0.00,4.0,32.0,19.0,56.0,1015.0,16.0,33.0,0.00,5.0,Shreveport Regional,Shreveport,LA,USA,32.446627500000005,-93.82559833,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,8,19,2,710,934,EV,-20.0,-7.0,GPT,ATL,0,27.0,23.0,81.0,1013.0,16.0,10.0,0.00,1.0,27.0,15.0,61.0,1016.0,14.0,9.0,0.00,2.0,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,30.40728028,-89.07009278,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,8,19,2,1838,2005,XE,-14.0,-3.0,GSP,IAH,0,,,,,,,,,25.0,20.0,87.0,1013.0,12.0,10.0,8.64,8.0,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
2008,6,9,1,1950,2115,WN,38.0,44.0,DAL,MCI,1,27.0,17.0,68.0,1013.0,16.0,26.0,0.00,6.0,20.0,14.0,79.0,1013.0,16.0,10.0,1.02,6.0,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
2008,6,9,1,1520,1658,OH,11.0,11.0,CVG,CHS,1,27.0,19.0,70.0,1014.0,15.0,13.0,4.57,1.0,29.0,19.0,67.0,1018.0,16.0,12.0,0.00,0.0,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725,Charleston AFB/International,Charleston,SC,USA,32.89864639,-80.04050583
2008,7,21,1,1040,1214,OH,12.0,15.0,CVG,ORF,1,26.0,19.0,78.0,1015.0,12.0,7.0,0.00,5.0,28.0,20.0,72.0,1012.0,16.0,7.0,0.00,1.0,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
2008,7,21,1,1740,1845,MQ,20.0,23.0,RST,ORD,1,23.0,14.0,69.0,1016.0,16.0,10.0,0.00,0.0,26.0,14.0,63.0,1018.0,16.0,18.0,0.00,0.0,Rochester International,Rochester,MN,USA,43.90882639,-92.49798722,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2008,2,28,4,1910,2355,YV,-15.0,-5.0,DEN,ATL,0,8.0,-9.0,37.0,1017.0,,14.0,0.00,4.0,2.0,-9.0,53.0,1029.0,16.0,10.0,0.00,2.0,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,11,10,1,555,654,EV,-6.0,-6.0,VLD,ATL,0,11.0,2.0,66.0,1023.0,16.0,3.0,0.0,0.0,9.0,-6.0,52.0,1023.0,16.0,12.0,0.00,0.0,Valdosta Regional,Valdosta,GA,USA,30.7825,-83.27672222,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,2,4,1,1150,1310,MQ,11.0,27.0,DCA,LGA,1,9.0,1.0,71.0,1025.0,14.0,7.0,0.25,7.0,4.0,-3.0,71.0,1029.0,12.0,16.0,1.27,7.0,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222,LaGuardia,New York,NY,USA,40.77724306,-73.87260917
2008,6,12,4,800,1011,EV,-3.0,-4.0,VPS,ATL,0,27.0,20.0,74.0,1019.0,16.0,6.0,0.0,4.0,26.0,16.0,63.0,1022.0,14.0,14.0,0.76,4.0,Eglin Air Force Base,Valparaiso,FL,USA,30.48325,-86.5254,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,9,12,5,1135,1245,9E,-11.0,-5.0,FSM,MEM,0,28.0,21.0,77.0,1014.0,15.0,12.0,T,4.0,29.0,22.0,69.0,1016.0,16.0,17.0,0.00,2.0,Fort Smith Regional,Fort Smith,AR,USA,35.33659028,-94.36744111,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2008,1,15,2,1500,1615,WN,,,OAK,LAX,0,-1.0,-8.0,87.0,1023.0,14.0,11.0,0.00,1.0,14.0,-3.0,59.0,1022.0,14.0,6.0,0.00,3.0,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.22071670000001,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999
2008,4,16,3,1155,1232,HA,-1.0,2.0,HNL,OGG,0,25.0,17.0,67.0,1016.0,16.0,10.0,T,4.0,24.0,15.0,66.0,1016.0,16.0,9.0,0.00,2.0,Honolulu International,Honolulu,HI,USA,21.31869111,-157.92240719999998,Kahului,Kahului,HI,USA,20.89864972,-156.43045780000003
2008,7,25,5,759,951,UA,28.0,26.0,PDX,SFO,1,21.0,5.0,53.0,1019.0,16.0,7.0,0.00,3.0,16.0,7.0,69.0,1014.0,16.0,25.0,0.00,1.0,Portland Intl,Portland,OR,USA,45.58872222,-122.5975,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433
2008,6,14,6,1220,1434,UA,28.0,-3.0,ORD,LAX,1,21.0,4.0,47.0,1014.0,16.0,5.0,0.00,0.0,18.0,13.0,76.0,1016.0,10.0,16.0,0.00,7.0,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999
2008,5,14,3,2225,2320,US,-12.0,-6.0,CLT,MYR,0,17.0,6.0,61.0,1022.0,15.0,11.0,0.00,6.0,16.0,5.0,68.0,1022.0,16.0,13.0,0.00,1.0,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583,Myrtle Beach International,Myrtle Beach,SC,USA,33.67975,-78.92833333
2008,1,2,3,545,1044,CO,15.0,0.0,LAX,IAH,1,19.0,-15.0,22.0,1021.0,16.0,9.0,0.00,6.0,4.0,-11.0,40.0,1047.0,16.0,14.0,0.00,1.0,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
2008,7,25,5,1310,1350,OH,5.0,13.0,CVG,LEX,1,23.0,15.0,67.0,1019.0,16.0,7.0,0.00,6.0,25.0,14.0,62.0,1020.0,16.0,7.0,0.00,6.0,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725,Blue Grass ,Lexington,KY,USA,38.03697222,-84.60538889
2008,10,13,1,1245,1520,DL,13.0,9.0,BDL,ATL,1,15.0,8.0,79.0,1029.0,16.0,3.0,0.00,6.0,21.0,14.0,69.0,1029.0,16.0,21.0,0.25,5.0,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,3,4,2,1900,2141,XE,-8.0,-7.0,LAX,GEG,0,15.0,-3.0,53.0,1020.0,16.0,8.0,0.00,2.0,2.0,-6.0,71.0,1025.0,16.0,12.0,T,5.0,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425
2008,7,18,5,1310,2204,UA,102.0,130.0,SFO,JFK,1,15.0,10.0,77.0,1015.0,15.0,21.0,0.00,4.0,28.0,16.0,58.0,1018.0,14.0,18.0,0.00,4.0,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
2008,3,14,5,956,1045,EV,-3.0,0.0,ATL,CSG,0,14.0,3.0,72.0,1012.0,13.0,9.0,19.30,7.0,16.0,6.0,75.0,1014.0,13.0,9.0,8.38,4.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
2008,5,22,4,1745,1943,UA,0.0,3.0,MCO,ORD,0,26.0,16.0,67.0,1014.0,14.0,10.0,0.25,8.0,14.0,3.0,79.0,1008.0,10.0,24.0,30.23,8.0,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2008,8,13,3,2145,2258,DL,14.0,9.0,ATL,DFW,1,23.0,18.0,76.0,1010.0,9.0,8.0,7.87,7.0,30.0,14.0,56.0,1012.0,16.0,9.0,0.00,2.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,5,11,7,1312,2125,UA,8.0,-11.0,OGG,LAX,1,25.0,13.0,61.0,1020.0,16.0,24.0,0.25,2.0,17.0,10.0,72.0,1016.0,11.0,12.0,0.00,7.0,Kahului,Kahului,HI,USA,20.89864972,-156.43045780000003,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999
2008,2,24,7,2130,2259,NW,-8.0,-4.0,MSP,STL,0,-3.0,-11.0,78.0,1019.0,6.0,7.0,0.00,3.0,2.0,-3.0,81.0,1024.0,7.0,7.0,2.54,8.0,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
2008,6,27,5,900,1010,CO,-1.0,-1.0,CLE,PHX,0,24.0,17.0,69.0,1013.0,14.0,12.0,4.06,7.0,34.0,2.0,24.0,1010.0,16.0,11.0,0.00,3.0,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999
2008,3,2,7,1050,1320,WN,-2.0,-3.0,OAK,BOI,0,7.0,-1.0,82.0,1013.0,14.0,26.0,2.79,4.0,3.0,-7.0,60.0,1033.0,16.0,17.0,0.00,1.0,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.22071670000001,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.22277779999999
2008,7,4,5,25,639,AS,0.0,-4.0,ANC,LAX,0,17.0,9.0,71.0,1005.0,16.0,8.0,0.25,7.0,24.0,13.0,63.0,1011.0,14.0,13.0,0.00,4.0,Ted Stevens Anchorage International,Anchorage,AK,USA,61.17432028,-149.9961856,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999
2008,2,3,7,1128,1824,US,24.0,28.0,LAS,CMH,1,9.0,-5.0,52.0,1008.0,16.0,25.0,T,7.0,0.0,-6.0,75.0,1026.0,10.0,5.0,T,6.0,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
2008,7,1,2,1155,1315,WN,4.0,3.0,MSY,DAL,1,28.0,13.0,61.0,1019.0,16.0,8.0,0.00,4.0,28.0,14.0,44.0,1019.0,16.0,14.0,0.00,1.0,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
2008,7,15,2,1305,1316,OO,-5.0,-1.0,CVG,ORD,0,23.0,14.0,68.0,1020.0,16.0,4.0,0.00,1.0,26.0,13.0,68.0,1019.0,15.0,8.0,6.60,3.0,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2008,3,3,1,1847,1955,NW,2.0,0.0,MSP,OMA,1,-8.0,-19.0,62.0,1022.0,16.0,21.0,0.00,1.0,,,,,,,,,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306
2008,7,3,4,725,1558,B6,0.0,-5.0,OAK,JFK,0,20.0,11.0,66.0,1020.0,16.0,11.0,0.00,1.0,24.0,14.0,59.0,1016.0,16.0,18.0,0.00,4.0,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.22071670000001,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
2008,3,1,6,610,802,OO,10.0,6.0,MSP,SLC,1,-7.0,-16.0,60.0,1024.0,16.0,15.0,0.00,5.0,7.0,-4.0,60.0,1017.0,10.0,22.0,8.89,6.0,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2008,7,17,4,715,1000,MQ,-24.0,-10.0,CVG,MIA,0,25.0,14.0,65.0,1022.0,14.0,3.0,0.00,1.0,28.0,22.0,76.0,1017.0,16.0,7.0,0.00,3.0,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725,Miami International,Miami,FL,USA,25.79325,-80.29055556
2008,7,5,6,1620,1747,US,-18.0,-3.0,CLT,PIT,0,26.0,18.0,69.0,1016.0,13.0,7.0,1.52,7.0,22.0,15.0,71.0,1017.0,13.0,6.0,0.00,6.0,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
2008,6,20,5,948,1133,EV,-7.0,-7.0,PHF,ATL,0,22.0,8.0,66.0,1018.0,11.0,6.0,1.27,0.0,24.0,7.0,43.0,1017.0,16.0,7.0,0.00,5.0,Newport News/Williamsburg International,Newport News,VA,USA,37.13189556,-76.4929875,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,3,11,2,1645,1955,F9,-4.0,-6.0,LAX,DEN,0,19.0,2.0,52.0,1023.0,16.0,9.0,0.00,3.0,8.0,-21.0,33.0,1023.0,,13.0,0.00,2.0,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
2008,12,1,1,1011,1328,B6,17.0,-4.0,JFK,RSW,1,9.0,-1.0,74.0,1011.0,11.0,29.0,2.03,5.0,19.0,11.0,78.0,1021.0,15.0,11.0,1.52,4.0,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667
2008,7,3,4,2150,2231,OO,12.0,16.0,MKE,GRB,1,16.0,8.0,77.0,1020.0,16.0,16.0,0.00,2.0,17.0,7.0,64.0,1020.0,16.0,10.0,0.00,1.0,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959000000001
2008,10,22,3,1835,2007,XE,6.0,-9.0,SDF,IAH,1,11.0,-7.0,40.0,1030.0,16.0,17.0,0.00,3.0,22.0,11.0,85.0,1022.0,11.0,10.0,90.93,6.0,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
2008,1,29,2,1345,1515,WN,0.0,1.0,LIT,LAS,0,12.0,-9.0,61.0,1022.0,10.0,28.0,2.03,5.0,5.0,-13.0,39.0,1023.0,16.0,8.0,0.00,3.0,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998
2008,8,10,7,1320,1557,B6,45.0,40.0,FLL,IAD,1,30.0,19.0,65.0,1015.0,16.0,11.0,T,2.0,22.0,11.0,59.0,1012.0,16.0,6.0,0.25,5.0,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275,Washington Dulles International,Chantilly,VA,USA,38.94453194,-77.45580972
2008,7,4,5,1750,2105,AA,-3.0,5.0,DFW,ATL,0,31.0,14.0,48.0,1016.0,16.0,13.0,0.00,4.0,27.0,15.0,61.0,1019.0,15.0,11.0,0.25,5.0,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,7,26,6,1620,1914,F9,-7.0,-4.0,DEN,DFW,0,24.0,4.0,56.0,1025.0,,13.0,0.00,7.0,33.0,14.0,46.0,1019.0,16.0,17.0,0.00,0.0,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,3,9,7,1705,1815,WN,4.0,3.0,ALB,MDW,1,-1.0,-13.0,54.0,1028.0,16.0,30.0,T,5.0,-2.0,-12.0,68.0,1028.0,16.0,10.0,0.00,7.0,Albany Cty,Albany,NY,USA,42.74811944,-73.80297861,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2008,3,28,5,1015,1227,OH,-18.0,0.0,PHL,CVG,0,12.0,-3.0,65.0,1021.0,14.0,17.0,T,7.0,9.0,-4.0,80.0,1026.0,11.0,20.0,12.19,7.0,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
2008,7,9,3,1950,2225,9E,-12.0,7.0,IND,BOS,0,24.0,13.0,67.0,1017.0,13.0,14.0,T,6.0,28.0,19.0,66.0,1010.0,13.0,22.0,1.02,3.0,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
